User_ID,Book_ID,Book_Title,Recommendation_Score
28,0553582801,The Man Who Ate the 747,5.0
28,0764534149,MacworldÂ® MacÂ® OS 9 Bible,0.0
28,0553210114,The Red Badge of Courage (Bantam Classics),0.0
28,0553211285,The Adventures of Tom Sawyer (Adventures of Tom Sawyer),0.0
33,038081076X,All the Time in the World,10.0
33,0141314575,The Outsiders (Puffin Modern Classics),10.0
37,038076041X,A Kid's Guide to How to Save the Planet (Camelot world),9.0
37,0786817070,"Artemis Fowl (Artemis Fowl, Book 1)",9.0
37,0060096195,The Boy Next Door,8.2
37,0380807068,Tex & Molly in Afterlife,0.0
39,0553286749,A Better Way to Live,10.0
39,2070364658,Paris est une fÃ?Âªte,10.0
39,2743603119,Un appartement Ã?Â  New York,9.0
40,1561893692,Comprehensive Curriculum of Basic Skills: Grade 2 (Comprehensive Curriculum of Basic Skills),10.0
40,1561893706,Comprehensive Curriculum of Basic Skills: Grade 3 (Comprehensive Curriculum of Basic Skills),9.0
40,0451201558,Cold Case,9.0
40,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),9.0
40,0440236053,Writ of Execution,9.0
41,0345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),6.8
41,0399139818,The Cat Who Blew the Whistle (Cat Who... (Hardcover)),0.0
44,0671568175,Let Me Call You Sweetheart,10.0
44,0140386351,A Girl Named Disaster,10.0
44,0553157213,Encyclopedia Brown Tracks Them Down (Encyclopedia Brown (Paperback)),10.0
44,0060987464,The Long Hard Road Out of Hell,10.0
44,0446310786,To Kill a Mockingbird,10.0
48,3442441080,Im Angesicht des Feindes.,10.0
48,3608935428,Die Zwei Turme II,10.0
48,360893541X,Die Gefahrten I,10.0
48,359615832X,Fremd kÃ?Â¼ssen.,10.0
48,3551551936,Harry Potter Und Der Feuerkelch,10.0
50,0898158990,Millennium Cookbook: Extraordinary Vegetarian Cuisine,10.0
50,0553269216,Rainbow Valley (Anne of Green Gables Novels (Paperback)),10.0
50,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10.0
50,0767905938,A Year by the Sea: Thoughts of an Unfinished Woman,10.0
50,0345382846,Here Be Dragons,10.0
56,1560973862,"Krazy & Ignatz 1925-1926: \""There is a Heppy Land Furfur A-waay\"" (Krazy Kat)",10.0
56,0836218981,The Indispensable Calvin And Hobbes,10.0
56,0836213122,There's Treasure Everywhere--A Calvin and Hobbes Collection,10.0
56,0836217357,Days Are Just Packed : A Calvin and Hobbes Collection (Calvin and Hobbes),10.0
56,2203001062,L'Ile Noire / The Black Island,10.0
57,360893541X,Die Gefahrten I,10.0
57,3608935428,Die Zwei Turme II,10.0
57,3608935436,Die Wiederkehr Des Konigs III,10.0
57,3453217284,Blade Runner.,10.0
57,3608938052,Der Hobbit oder Hin und zurÃ?Â¼ck.,10.0
60,0751503894,The Physician,10.0
60,3446178694,Der Virtuose.,10.0
60,3453126777,Ein gutes Omen.,10.0
60,3453162994,Sommerschwestern.,10.0
63,8571648972,EstaÃ§Ã£o Carandiru,9.0
63,042518109X,Whispers,8.713901378
63,051513239X,The Music of the Spheres,8.0
63,0425168298,Secret Prey,8.0
63,0849942713,The Visitation,8.0
64,0140431357,Tess of the D'Urbervilles (Penguin Classics),10.0
64,1853260983,Mayor of Casterbridge (Wordsworth Collection),10.0
64,0340739762,Number9dream,10.0
64,0416101909,The Tempest (The Arden Shakespeare),10.0
65,8817106100,Oceano Mare,9.0
65,880781174X,Il Gioco Del Rovescio (La Strega E Il Capitano),7.0
69,034541215X,Bimbos of the Death Sun,10.0
69,0380975238,"Black Swan, White Raven",10.0
69,0142501425,Firebirds: An Anthology of Original Fantasy and Science Fiction,10.0
69,067941388X,The Silent Passage: Menopause,10.0
69,0395977894,Fast Food Nation,10.0
73,0345444884,The Talisman,8.0
73,0440241537,The King of Torts,7.860819751
73,0425194515,Midnight,6.0
73,0743412028,Pay It Forward,4.0
73,0060005548,Beyond Suspicion,0.0
74,0064409597,Love That Dog (Joanna Cotler Books),10.0
74,0439149770,Every Cloud Has a Silver Lining (Amazing Days of Abby Hayes),9.0
74,0689818769,Frindle,9.0
74,0767905180,Jemima J: A Novel About Ugly Ducklings and Swans,9.0
74,0440414121,The Watsons Go to Birmingham - 1963 (Yearling Newbery),8.255468541
80,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,8.5
80,0385504209,The Da Vinci Code,7.833333333
80,0156029065,Baudolino,0.0
80,0615115705,Business to Kill for,0.0
82,0671027506,"Sons of Entropy  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 3)",10.0
82,0671027492,"Ghost Roads  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 2)",10.0
82,0671024345,"Out of the Madhouse  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 1)",10.0
82,0708823203,Innocent voices in my ear,9.0
82,059030271X,Charlotte's Web,8.857142857
83,2013218974,Crin-Blanc,10.0
83,2070744833,LA Premiere Gorgee De Biere Et Autres Plaisirs Minuscules (L'arpenteur),10.0
83,1854372181,Turner on the Loire,10.0
85,3423105518,Name Der Rose,10.0
85,3815723728,Das kleine Duftzauberbuch. Von der Welt der DÃ?Â¼fte und Aromen.,8.0
85,3404118839,Das Pharao- Komplott.,8.0
85,3596122279,Das Superwieb,7.089410234
86,2253170372,La Maison du clair de lune,10.0
86,2226108629,Et nous nous reverrons--,10.0
86,2266115499,Non Coupable,10.0
86,2266107275,La Loi Du Plus Faible / The Law of Weakest,10.0
86,2266023039,La Nuit des temps,10.0
91,0446310786,To Kill a Mockingbird,8.4
91,0380729180,Veronica: A Novel,0.0
91,0425158640,Idoru,0.0
91,0671826859,GHOST STY,0.0
91,0684801523,The Great Gatsby,0.0
93,0399147101,Potshot,10.0
93,0312971346,High Five (A Stephanie Plum Novel),9.0
93,0312966970,Four To Score (A Stephanie Plum Novel),8.543438093
93,0060929790,One Hundred Years of Solitude,8.0
93,0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),8.0
96,0425104273,The First Deadly Sin,8.0
96,0440220602,The Chamber,7.125
96,0345354621,The Terminal Man,7.0
100,0792270622,Wild Animals of North America,10.0
100,0140561609,The Eleventh Hour: A Curious Mystery,10.0
100,0816714746,The Birds' Christmas Carol (Watermill),10.0
100,0399148450,Widow's Walk (Spenser Mysteries (Hardcover)),10.0
100,0517695065,The Wizard of Oz,10.0
101,0060930187,The Bell Jar : A Novel (Perennial Classics),8.25
101,0689817851,Go Ask Alice,8.2
101,0375760911,The Idiot Girls' Action Adventure Club,6.0
102,0061083259,Dreamcatcher,10.0
102,0061094404,Power of a Woman,8.315428973
102,0440221315,The Gift,8.0
102,0671793489,All Around the Town,7.946982862
102,0380769557,Autumn Lover,7.0
106,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,6.375
106,3596214629,"Herr Der Fliegen (Fiction, Poetry and Drama)",5.5
106,0312984294,The Corrections,0.0
106,3499180936,Stell dir vor. Kreativ visualisieren.,0.0
108,043935806X,Harry Potter and the Order of the Phoenix (Book 5),10.0
108,0882669133,The Essential Oils Book: Creating Personal Blends for Mind & Body,10.0
108,0425129942,"The Corpse Had a Familiar Face: Covering Miami, America's Hottest Beat",10.0
108,0836218817,Unnatural Selections,10.0
108,0826308791,The Education of Little Tree (A Zia Book),10.0
113,0912500484,The Breastfeeding Answer Book,10.0
113,0746030142,Alphabet Book (Farmyard Tales Books Series),10.0
113,0865476519,To Reach the Clouds: My High Wire Walk Between the Twin Towers,10.0
113,0380713802,Neither Here nor There: Travels in Europe,10.0
113,0385503857,Oryx and Crake,10.0
114,0932379451,More Dykes to Watch Out for (Dykes to Watch Out for),10.0
114,0740728946,Groovitude: A Get Fuzzy Treasury,10.0
114,0688143687,Serpent's Tooth: A Peter Decker/Rina Lazarus Novel (Peter Decker & Rina Lazarus Novels (Hardcover)),10.0
114,1571456988,Uncle John's Supremely Satisfying Bathroom Reader (Uncle John's Bathroom Reader),10.0
114,0441005055,The Alleluia Files (Ace Science Fiction),10.0
118,0380724723,Ghosts of the Titanic,10.0
118,0806957905,"Guinness Book of World Records, 1990",10.0
118,0807507091,"Bicycle Mystery (Boxcar Children, No 15)",10.0
118,0807507946,Blue Bay Mystery (Boxcar Children (Paperback)),10.0
118,0807508527,"The Boxcar Children (Boxcar Children, No 1)",10.0
122,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",7.857142857
122,0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",7.33141728
122,0833531654,Dragons of Spring Dawning (Dragonlance Saga Novel: Chronicles (Books)),7.0
122,0880381744,Dragons of Winter Night,7.0
124,0609804138,The Sweet Potato Queens' Book of Love,8.857142857
124,074343627X,Dreamcatcher,8.368802265
124,0446605484,Roses Are Red (Alex Cross Novels),5.0
124,0804114986,The Bonesetter's Daughter,5.0
124,0060391448,Wicked : The Life and Times of the Wicked Witch of the West,0.0
126,0330262130,Restaurant At the End of the Universe,9.75
126,0385720920,Choke,7.5
126,0586024190,Crystal World,0.0
126,0671891049,Giant Steps : Author Of Awaken The Giant And Unlimited Power,0.0
133,0345348036,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,9.0
133,1573229571,About a Boy (Movie Tie-In),8.114884636
133,0140386645,The Westing Game (Now in Speak!),8.0
133,0451191137,Anthem,8.0
133,0425190927,The Wife Test,7.0
139,8423325105,NADA,10.0
139,8440627203,El mÃ©dico,9.0
139,8432216062,El Perfume: Historia De UN Asesino,9.0
141,0441002935,The Lunatic Cafe (Anita Blake Vampire Hunter (Paperback)),10.0
141,0812530055,A College of Magics,10.0
141,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",10.0
141,006440823X,Bloomability,10.0
141,0446310786,To Kill a Mockingbird,10.0
142,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",6.8
142,0060139145,"The Gulag Archipelago, 1918-1956 : An Experiment in Literary Investigation I-II",0.0
142,0061008753,Fast Courting,0.0
142,0312852770,Harvest of Stars,0.0
142,0375403671,Night Watch : A Long-Lost Adventure in Which Sherlock Holmes Meets Father Brown,0.0
144,0062502182,The Alchemist: A Fable About Following Your Dream,10.0
144,0679438823,The Matisse Stories,10.0
144,0066210852,"The Blue Bear: A True Story of Friendship, Tragedy, and Survival in the Alaskan Wilderness",10.0
144,1400031087,A Million Little Pieces,10.0
144,0312203764,The Language of Threads,9.0
145,0061020648,Guards! Guards! (Discworld Novels (Paperback)),10.0
145,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),10.0
145,0964631601,Pierced By A Sword,10.0
145,0440240891,The Hope Valley Hubcap King,10.0
149,0440236053,Writ of Execution,8.0
149,0440241073,The Summons,7.168963222
149,0425189864,Mortal Prey,7.0
149,0842338160,Lord Could You Hurry a Little?,0.0
150,0399510028,The Romance Writers' Phrase Book,10.0
150,0486278077,The Picture of Dorian Gray (Dover Thrift Editions),10.0
150,0747546053,The Best Friend's Guide to Toddlers,10.0
150,0140276904,Jemima J,10.0
154,0373708122,"It Happened In Texas (Guaranteed Page-Turner) (Harlequin Superromance, 812)",10.0
154,0553756850,God Save the Sweet Potato Queens,10.0
154,0843947888,Among the Missing,10.0
154,0843950463,Night in the Lonesome October,10.0
154,0671434225,CONTACT,10.0
156,0345342968,Fahrenheit 451,8.333333333
156,031286504X,I Am Legend,7.0
159,0399147101,Potshot,10.0
159,0399146504,The Devil's Code,9.0
159,0743486226,Angels & Demons,8.0
159,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),7.666666667
159,0345452550,A Cold Heart: An Alex Delaware Novel,7.25
162,0451172817,Needful Things,10.0
162,0451170385,Four Past Midnight,10.0
162,0451139704,Cujo,10.0
162,0451132378,Pet Sematary,10.0
163,0679722556,Howards End (Vintage International),10.0
163,0671880187,Kitchen,10.0
163,076530418X,Stories of Your Life and Others,10.0
163,0805013709,Edisto,10.0
163,0345343581,Kate Vaiden,10.0
164,0449213730,The Ritual Bath (Peter Decker & Rina Lazarus Novels (Paperback)),10.0
164,0486282406,My Antonia (Dover Thrift Editions),8.473134079
164,0553580930,A Man in Full,7.5
164,0449224449,Bright Orange for the Shroud,5.0
164,0486264637,Five Great Short Stories (Dover Thrift Editions),5.0
166,0440414806,Holes (Yearling Newbery),8.393223627
166,044651652X,The Bridges of Madison County,3.0
166,0060927305,The Summer Before the Summer of Love: Stories,0.0
166,0140237208,The Singing Creek Where the Willows Grow: The Mystical Nature Diary of Opal Whiteley,0.0
166,0393039242,A Little Yellow Dog: An Easy Rawlins Mystery (Easy Rawlins Mysteries (Hardcover)),0.0
169,0553273914,The House of the Spirits,10.0
169,0006547834,Miss Smillas Feeling for Snow,10.0
169,0020383142,Old New York,9.0
169,0451518829,Sons and Lovers,9.0
170,0679745203,The English Patient,7.883305485
170,0385143133,Cat people (A Dolphin book),7.0
170,0452281555,"Taking the High Road : How to Cope With Your Ex-Husband, Maintain Your Sanity, and Raise Your Child in Peace",5.0
170,0060932813,Waiting: The True Confessions of a Waitress,0.0
171,0525938028,A Case of Need,10.0
171,0451160916,The Shining,10.0
171,0590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),10.0
171,0590484753,Talking to Dragons (Enchanted Forest Chronicles (Paperback)),10.0
171,0385485662,The One to One Future: Building Relationships One Customer at a Time (One to One),10.0
173,0060391626,I Know This Much Is True (Oprah's Book Club),8.75
173,0671021001,She's Come Undone (Oprah's Book Club),8.666666667
173,0312995423,Digital Fortress : A Thriller,0.0
173,0345363582,Ask Your Angels,0.0
173,0425121259,The Servants of Twilight,0.0
174,0446605239,The Notebook,10.0
174,0451458923,"Summer Knight (The Dresden Files, Book 4)",10.0
174,000654861X,Life and Death in Shanghai,10.0
174,0393956164,The Communist Manifesto (Norton Critical Edition),10.0
175,0316969680,The Beach House,7.8
175,0316666343,The Lovely Bones: A Novel,0.0
175,0394577892,Russia House,0.0
176,0394923952,"In a People House, (Bright & Early Book, Be12)",10.0
176,0142004235,East of Eden (Oprah's Book Club),10.0
176,0307100154,The Poky Little Puppy's Busy Counting Book (Super Shape),10.0
176,0590085301,Family Nobody Wanted,10.0
176,039480029X,Hop on Pop (I Can Read It All by Myself Beginner Books),10.0
179,044023722X,A Painted House,6.6
179,0140441654,Utopia (Penguin Classics),0.0
179,0345370554,If I Never Get Back,0.0
179,0679776141,Passage to Juneau: A Sea and Its Meanings (Vintage Departures),0.0
180,0786866020,Fish! A Remarkable Way to Boost Morale and Improve Results,10.0
180,0375403582,Rules of the Wild,8.0
180,0345396685,When Christ and His Saints Slept,8.0
180,0060938455,Fast Food Nation: The Dark Side of the All-American Meal,8.0
180,0446678457,Cane River (Oprah's Book Club (Paperback)),8.0
182,385630505X,Talking With Angels,10.0
182,0140283641,Kits Law,10.0
182,0743226844,Mama Gena's School of Womanly Arts : Using the Power of Pleasure to Have Your Way with the World,10.0
182,0764539396,Betty Crocker More Slow Cooker Recipes ( Hardcover-Spiral Edition),10.0
182,0764551477,Mortgages for Dummies,10.0
183,0312282990,The Amazing Adventures of Kavalier & Clay,8.4
183,0156027321,Life of Pi,0.0
184,037541309X,Balzac and the Little Chinese Seamstress,7.627330976
184,0393049256,The Sleep-Over Artist: Fiction,4.0
184,006019541X,Blue Angel,0.0
184,0140280553,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",0.0
187,0140280464,My Year of Meats,9.0
187,0767915054,A Girl Named Zippy: Growing Up Small in Mooreland Indiana (Today Show Book Club #3),9.0
187,0375703861,White Teeth: A Novel,8.267929789
187,014029628X,Girl in Hyacinth Blue,7.666666667
187,0060929790,One Hundred Years of Solitude,0.0
188,0099771519,Memoirs of a Geisha Uk,10.0
188,0446673544,Sex & the City,10.0
188,0142000213,Bridget Jones's Guide to Life,9.0
188,014028009X,Bridget Jones's Diary,8.0
188,0451207084,Naked at Work (And Other Fears): How to Stay Sane When Your Job Drives You Crazy,8.0
191,0425104346,Darkfall,10.0
191,0449213943,All Quiet on the Western Front,10.0
191,0553582909,Icebound,10.0
191,0425119920,Strangers,10.0
194,0452282152,Girl with a Pearl Earring,8.3
194,0060198125,Coastliners : A Novel,0.0
194,0060559128,"Holy Fools : A Novel (Harris, Joanne)",0.0
194,0060924640,Hank & Chloe,0.0
194,0439064872,Harry Potter and the Chamber of Secrets (Book 2),0.0
196,0374453098,Moominvalley in November,10.0
196,1853260002,Pride & Prejudice (Wordsworth Classics),10.0
196,0671880187,Kitchen,10.0
196,0395282659,The Hobbit,10.0
196,0812548051,"Wizard's First Rule (Sword of Truth, Book 1)",10.0
198,0452279178,"Wizard and Glass (The Dark Tower, Book 4)",10.0
198,0452261368,Beloved: A Novel (Plume Contemporary Fiction),10.0
198,0671797050,FIRST WIVES CLUB,10.0
198,0312265859,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),10.0
198,0671024248,Hearts In Atlantis,9.0
199,0440241073,The Summons,6.5
199,0060005548,Beyond Suspicion,0.0
199,0061031410,Courting Trouble,0.0
199,0914629654,"Too Old, Too Ugly, and Not Deferential to Men: An Anchorwoman's Courageous Battle Against Sex Discrimination",0.0
199,067976397X,Corelli's Mandolin : A Novel,0.0
201,0615116426,"Marching Through Culpeper : A Novel of Culpeper, Virginia, Crossroads of the Civil War",8.5
206,0140176616,Asta's Book,10.0
206,9726101794,As mulheres deviam vir com livro de instruÃ§Ãµes (Campo da literatura),8.0113329
208,0785274715,"The Book of Romance: What Solomon Says About Love, Sex, and Intimacy",10.0
208,0761122710,Chocolate from the Cake Mix Doctor,10.0
208,0345335902,Wizard of Oz (Oz),10.0
208,0375705244,Founding Brothers: The Revolutionary Generation,10.0
208,0380001411,Christy,10.0
209,0345413903,The Murder Book,10.0
209,0553351672,Doomsday Book,10.0
209,087784870X,This Morning With God: A Daily Study Guide to the Entire Bible,10.0
209,0890814082,Narrated Bible,10.0
209,0890876517,Creative Companion: How to Free Your Creative Spirit,10.0
213,0671620991,Solve Your Child's Sleep Problems,10.0
213,0380818191,"Truth, The",10.0
213,006105691X,Maskerade (Discworld Novels (Paperback)),10.0
213,0451207521,Jackdaws,9.0
213,0345387651,The Cider House Rules,9.0
214,0553583980,True Blue,10.0
214,0553375407,Ishmael: An Adventure of the Mind and Spirit,10.0
214,0895297272,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs & Food Supplements",10.0
214,0671524313,The Girlfriends' Guide to Pregnancy,10.0
214,0446606189,Cat & Mouse (Alex Cross Novels),10.0
217,0060173289,Divine Secrets of the Ya-Ya Sisterhood : A Novel,8.1
217,0061015628,Cat Laughing Last : A Joe Grey Mystery (Joe Grey Mysteries (Paperback)),0.0
217,0061098795,The Wailing Wind,0.0
217,0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),0.0
217,0345409329,"Blood and Gold (Rice, Anne, Vampire Chronicles.)",0.0
229,0553233866,Steps,0.0
229,0670877263,The Underpainter,0.0
229,0679448594,Primary Colors: A Novel of Politics,0.0
231,0156027321,Life of Pi,6.7
231,0312422156,Middlesex: A Novel,0.0
232,0425182908,Isle of Dogs,8.0
232,0440110653,"CRY IN THE NIGHT, A",8.0
232,0373218397,Summer Pleasures,8.0
232,0373245203,Completely Smitten  (Hometown Heartbreakers),8.0
232,037387216X,Promise Forever,8.0
238,0312195516,The Red Tent (Bestselling Backlist),8.1
238,0671510053,SHIPPING NEWS,0.0
238,0679419144,By the Lake,0.0
245,1873580177,Squirrels,10.0
245,0394580567,It Was on Fire When I Lay Down on It,10.0
245,0670894605,The Secret Life of Bees,10.0
248,0486264726,The Call of the Wild (Dover Thrift Editions),10.0
248,0811819752,"Bijou, Bonbon & Beau: The Kittens Who Danced for Degas",10.0
248,155166805X,Never Tease A Wolf,10.0
248,0446525804,Last Man Standing,10.0
248,0425136981,Shadowfires,10.0
255,0385498802,Bee Season: A Novel,9.0
255,0553351672,Doomsday Book,8.0
255,0553573926,Vertical Run,8.0
255,0471018732,"Professional Photoshop: Color Correction, Retouching, and Image Manipulation With Adobe Photoshop",7.0
255,0679731148,A Year in Provence,7.0
260,067166865X,STAR TREK YESTERDAY'S SON (Star Trek: The Original Series),10.0
260,0380706504,The Fairy Rebel,10.0
260,0375826688,"Eragon (Inheritance, Book 1)",10.0
260,059043103X,Kate's Turn,10.0
260,0812505042,The Time Machine,10.0
261,0399149821,Dirty Work,10.0
261,0316666343,The Lovely Bones: A Novel,7.555555556
261,0394716086,The life of Sir Arthur Conan Doyle,0.0
266,0312195516,The Red Tent (Bestselling Backlist),7.0
266,0060188731,Bel Canto,0.0
266,0440212723,Cold Sassy Tree,0.0
266,0440216745,Whispers,0.0
266,0609809547,Tales of a Female Nomad: Living at Large in the World,0.0
267,0380718340,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),8.666666667
267,0553292722,Still Waters,7.25
267,0553571885,A Thin Dark Line (Mysteries & Horror),5.666666667
267,0440009782,The Canadians (Making of America),0.0
268,0553572997,The Alienist,8.0
268,0312978367,The Prometheus Deception,0.0
268,0345326040,The Lurking Fear and Other Stories,0.0
268,0441116035,Conan the Conqueror (Conan #9),0.0
268,0671633295,"Deep Domain (Star Trek, Book 33)",0.0
269,0725107251,From strength to strength: An autobiography,10.0
269,0732269318,Great Australian women,10.0
269,0446679593,Suzanne's Diary for Nicholas,10.0
269,038548951X,Sister of My Heart,10.0
269,0312187459,The Memoirs of Cleopatra: A Novel,10.0
270,3257218370,Gottes Werk Und Teufels Beitrag,10.0
270,3453072057,Vaterland.,10.0
270,1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),10.0
272,014038572X,The Outsiders (Now in Speak!),8.6
272,0345378490,Congo,0.0
272,0679853065,A Day No Pigs Would Die,0.0
273,0312979533,A Place of Execution,8.0
273,0440213320,Deadlock (V.I. Warshawski Novels (Paperback)),8.0
273,1558745718,Chicken Soup for the Pet Lover's Soul (Chicken Soup for the Soul),8.0
273,0345330129,The Door into Summer,7.0
278,0385508417,Skipping Christmas,10.0
278,0671732528,Tales of Power,10.0
278,0385482388,The Mistress of Spices,7.256243024
279,0553280945,The Mammoth Hunters (Earth's Children (Paperback)),10.0
279,0452276594,Natural Childbirth the Bradley Way,10.0
279,0553095366,Rama Revealed: The Ultimate Encounter,10.0
279,0439332451,Clifford's Loose Tooth (Big Red Reader),10.0
279,0746048149,That's Not My Dinosaur (Touchy Feely Board Books),10.0
280,0441172717,Dune (Remembering Tomorrow),10.0
280,0679600213,Out of Africa (Modern Library),10.0
280,042514545X,Fool's Puzzle,10.0
280,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),10.0
280,0060959037,Prodigal Summer: A Novel,9.657498311
281,0446611913,Up Country,10.0
281,068484477X,STONES FROM THE RIVER,10.0
281,0316734837,Fortune's Rocks : A Novel,9.0
285,0525946241,Picture Maker,8.0
285,0452282152,Girl with a Pearl Earring,7.875
285,0553272586,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,7.0
285,0060198125,Coastliners : A Novel,0.0
285,0060559128,"Holy Fools : A Novel (Harris, Joanne)",0.0
288,0385510438,The Last Juror,8.0
288,0446613843,The Jester,8.0
288,0515133302,Hemlock Bay,8.0
288,0684835983,Before I Say Good-Bye : A Novel,8.0
288,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),8.0
291,0316777722,Me Talk Pretty One Day,7.7
291,0446674931,Four Letters of Love,0.0
291,0452281768,The Kid: What Happened After My Boyfriend and I Decided to Go Get Pregnant : An Adoption Story,0.0
291,0786868104,Cosbyology: Essays and Observations from the Doctor of Comedy,0.0
293,0064400557,Charlotte's Web (Trophy Newbery),9.129449632
293,0440409462,"Here's to You, Rachel Robinson",7.0
293,0440210941,Just As Long As We're Together,7.0
293,0446606812,Message in a Bottle,6.0
293,0590494481,"Piano Lessons Can Be Murder (Goosebumps, No 13)",2.0
295,1550544683,Jade Peony,7.9
296,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),7.4
296,0345435168,Open House (Oprah's Book Club (Paperback)),0.0
296,0385413041,Beach Music,0.0
296,1573229334,Losing Gemma,0.0
297,0316601950,The Pilot's Wife : A Novel,7.8
297,0449210189,Kane and Abel,0.0
302,0553211803,Middlemarch (Wadsworth Series in Mass Communication),9.0
302,0156011042,East of the Mountains (Vintage Contemporaries (Paperback)),8.0
302,0345392825,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),7.453952697
302,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),6.5
302,1853260010,Wuthering Heights (Wordsworth Classics),6.0
306,0385324057,Summer Sisters,10.0
306,0393057232,Porno,10.0
306,0345342968,Fahrenheit 451,10.0
306,0553277839,Faerie Tale,10.0
306,0553274325,Johnny Got His Gun,10.0
307,0140481389,The Crucible: A Play in Four Acts (Penguin Plays),10.0
307,0553562738,Doomsday Book,10.0
307,1561380911,The Artistic Cat,10.0
307,0140244883,Restoration: A Novel of Seventeenth-Century England,10.0
307,0385336489,Niagara Falls All Over Again,10.0
309,0440404029,The Slave Dancer,10.0
309,0515137200,Blindside,10.0
309,0553584014,The Secret Hour,9.0
309,0821775995,Forbidden (Zebra Historical Romance),9.0
309,0451526341,Animal Farm,9.0
312,0380715899,A Soldier of the Great War,8.0
312,0446608262,The Lion's Game,7.991205066
312,0446301582,Word of Honor,7.5
312,0140184937,Our Man in Havana: An Entertainment (Twentieth Century Classics),6.0
